"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:29:44"
1,"6","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:29:12"
6,"7","3","1","7","1","4",1,"continuous","D","Yes","No","Yes","7","1","3","7","7","4","Other","Over 65",1,"D","D","2021-05-07 03:29:09"
2,"6","1","5","2","5","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:27:47"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:26:38"
6,"6","6","6","7","","6",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 03:25:55"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:25:28"
6,"4","1","1","4","1","1",1,"days","so to you only the right has fake news even when the left flat out lies","Yes","","No","","","","","","","","",NA,"","","2021-05-07 03:25:04"
0,"1","1","5","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:23:21"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:23:08"
0,"6","1","7","1","7","6",1,"continuous","B","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 03:21:14"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:21:11"
6,"6","4","4","2","5","4",1,"continuous","B","Yes","Yes","Yes","1","5","1","4","1","4","Male","Over 65",1,"C","E","2021-05-07 03:20:24"
3,"1","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:18:35"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:18:23"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:17:56"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:17:46"
6,"3","7","1","1","7","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:15:58"
0,"4","5","4","5","4","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:15:35"
5,"5","4","1","7","1","3",1,"continuous","B","Yes","Yes","Yes.","1","1","5","3","2","","","",NA,"","","2021-05-07 03:14:59"
6,"1","1","7","3","1","3",1,"continuous","block","Yes","","I think this survey is an exercise of liberal propaganda.  I'll terminate it now.","","","","","","","","",NA,"","","2021-05-07 03:13:35"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:11:54"
3,"","7","","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:11:26"
6,"5","4","6","7","3","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:10:29"
4,"","","5","5","4","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:10:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:09:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:09:52"
1,"1","1","1","1","2","1",1,"continuous","A","Yes","No","No","","","","","Stop","1","","",NA,"","","2021-05-07 03:06:41"
0,"6","3","1","6","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:05:17"
6,"2","3","3","1","2","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:03:40"
0,"5","1","4","2","4","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:03:17"
4,"","","1","6","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:03:07"
6,"3","2","1","4","1","1",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 03:00:55"
3,"1","Can't read it it is super small","","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:58:57"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:57:48"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:57:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:53:57"
6,"4","1","4","1","5","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:53:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:52:49"
1,"","","","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:52:45"
0,"","","","","","Not.  For.  Me.",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:52:28"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:50:31"
1,"","5","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:50:16"
6,"5","4","6","7","5","5",1,"continuous","C","Yes","Yes","No","1","1","5","3","3","1","Female","45-65",1,"C","B","2021-05-07 02:49:53"
6,"5","4","4","4","3","4",1,"continuous","","Yes","","No","","","","","","","","",NA,"","","2021-05-07 02:49:21"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:49:00"
0,"3","7","1","7","1","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:45:32"
6,"4","1","1","2","5","2",1,"continuous","","Yes","","Yes","","","","","","","","",NA,"","","2021-05-07 02:45:15"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:44:03"
0,"1","1","1","1","1","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:43:11"
2,"3","3","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:43:01"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:41:25"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:41:16"
5,"1","1","1","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:40:56"
2,"7","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:40:19"
6,"6","1","6","4","7","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:40:06"
0,"5","4","4","2","5","3",0,"days","B","","","","","","","","","","","",NA,"","","2021-05-07 02:39:34"
6,"1","1","2","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:38:44"
5,"5","","7","7","4","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:38:27"
0,"2","1","1","1","7","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:37:39"
5,"4","3","7","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:36:56"
1,"","4","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:35:14"
6,"1","6","1","7","1","5",0,"continuous","A","","","","1","2","3","2","5","1","Female","Over 65",1,"C","A","2021-05-07 02:35:09"
6,"5","2","2","4","3","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:34:53"
6,"2","2","3","2","3","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:33:44"
6,"2","1","1","2","1","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:33:01"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:32:56"
6,"1","1","1","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:32:43"
5,"1","1","1","1","5","1",1,"continuous","B","Yes","Yes","No","1","5","1","1","1","Stop","","",NA,"","","2021-05-07 02:31:44"
4,"1","1","1","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:30:27"
6,"1","1","1","1","1","1",1,"continuous","A","No","No","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX8dWF-N&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=2fa13ac431f0b4fc60c11cb016263481&oe=60BA8BC9","1","1","1","1","","1","Other","18-29",1,"D","B","2021-05-07 02:29:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:28:52"
2,"","","","2","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:28:44"
0,"7","1","1","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:27:46"
6,"7","1","7","7","1","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:27:08"
0,"1","1","1","1","1","1",1,"continuous","A","Yes","No","I don't know.","","","","","","","","",NA,"","","2021-05-07 02:25:30"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:25:22"
4,"4","4","3","1","7","2",1,"continuous","A","Yes","Yes","Yes","1","4","","2","","1","","",NA,"","","2021-05-07 02:24:54"
6,"1","1","2","2","1","1",1,"continuous","A","Yes","Yes","Yes","1","1","1","1","1","1","Female","45-65",1,"D","B","2021-05-07 02:23:21"
0,"7","7","1","1","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:23:10"
0,"4","3","4","6","4","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:23:07"
5,"6","","7","7","6","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:22:35"
6,"3","5","4","1","1","5",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 02:22:16"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:22:03"
3,"7","7","","","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:21:51"
6,"3","3","4","2","1","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:21:29"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:21:17"
4,"6","7","","3","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:20:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:20:15"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:19:04"
0,"7","7","7","7","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:17:30"
2,"","","1","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:17:17"
5,"3","4","","2","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:15:35"
6,"1","1","1","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 02:14:46"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:14:30"
3,"1","1","","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:13:37"
6,"6","5","3","3","3","3",1,"continuous","A","Yes","Yes","Yes","2","5","3","6","1","6","Female","Over 65",1,"B","B","2021-05-07 02:13:24"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:12:21"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:10:57"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:10:02"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:09:42"
4,"","1","1","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:07:24"
1,"2","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:06:23"
6,"1","1","","7","1","1",1,"days","","No","","Fuck off you liberal slugs","","","","","","","","",NA,"","","2021-05-07 02:04:34"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:04:21"
0,"2","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:03:51"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:03:34"
5,"1","4","2","6","3","6",1,"continuous","B","Yes","Yes","Yes","1","1","1","1","","1","","",NA,"","","2021-05-07 02:03:15"
4,"3","3","3","","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:02:41"
0,"2","4","2","1","3","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 02:02:01"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:01:38"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:01:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 02:01:11"
3,"1","1","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:59:49"
5,"7","","6","6","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:59:33"
6,"1","4","6","6","4","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 01:59:25"
5,"","1","4","6","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:58:21"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:57:04"
4,"","4","1","6","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:56:15"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:55:59"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:55:48"
2,"1","","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:55:23"
2,"7","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:54:31"
2,"","7","","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:53:27"
6,"3","1","1","3","1","1",1,"continuous","B","Yes","Yes","Yes","1","1","1","1","1","1","Male","45-65",1,"B","E","2021-05-07 01:53:12"
3,"1","","","","2","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:51:23"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:51:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:50:09"
0,"4","1","4","1","5","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:49:45"
1,"","","","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:49:14"
6,"1","2","2","2","2","",1,"continuous","","No","","No","","","","","","","","",NA,"","","2021-05-07 01:48:34"
6,"1","1","1","1","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:47:32"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:46:59"
5,"5","3","","5","3","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:46:15"
6,"","6","6","6","6","6",1,"continuous","","No","","Yes","","","","","","","","",NA,"","","2021-05-07 01:46:09"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:45:33"
1,"","","","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:44:17"
6,"6","6","1","5","1","5",0,"continuous","A","","","","5","1","2","5","2","1","Female","Over 65",1,"B","A","2021-05-07 01:43:38"
0,"7","7","7","7","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:43:28"
3,"No","","","7","4","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:41:22"
1,"","","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:39:29"
6,"4","2","2","4","1","1",1,"continuous","a","Yes","Yes","Yes","2","1","1","2","3","2","Male","45-65",1,"C","B","2021-05-07 01:36:37"
5,"6","6","","4","4","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:35:25"
6,"4","5","6","6","5","5",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 01:32:49"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:31:34"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:31:08"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:30:51"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:30:14"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:28:55"
6,"4","1","4","1","6","1",0,"continuous","A","","","","1","4","1","4","1","4","Male","45-65",1,"B","A","2021-05-07 01:28:31"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:27:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:27:52"
6,"5","3","4","3","3","2",0,"continuous","B","","","","4","3","2","3","3","3","Female","Over 65",1,"B","B","2021-05-07 01:27:17"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:26:24"
5,"7","","1","5","1","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:26:16"
1,"","","","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:25:47"
0,"4","1","4","6","3","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:23:01"
5,"2","","2","1","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:22:24"
5,"4","","1","3","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:21:18"
5,"3","2","3","","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:19:44"
5,"1","Nope it is incomplete. This is not legit research","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:18:44"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:18:40"
0,"5","1","1","5","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 01:18:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:17:09"
4,"2","1","2","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:17:07"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:17:01"
4,"3","STOP","3","3","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:16:48"
1,"2","1","1","1","6","1",1,"continuous","D","Yes","Yes","Yes","2","","","","","","","",NA,"","","2021-05-07 01:14:34"
6,"2","6","4","5","3","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 01:14:31"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:13:38"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:13:21"
5,"3","3","3","","3","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 01:11:34"
