"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
3,"2021-05-10 05:04:14","",NA,"","","","","","",NA,"","","","","7","1","","3","","","","","","",FALSE
0,"2021-05-10 05:04:00","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 05:02:18","",NA,"","","","","","",NA,"","","","5","5","3","1","1","","","","","","",FALSE
0,"2021-05-10 04:59:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 04:53:30","days",1,"","","","","","",NA,"","","2","6","6","1","6","2","","","","","","",FALSE
NA,"2021-05-10 04:52:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 04:49:35","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","1","1","1","2","1","1","1","","1","1","1",FALSE
0,"2021-05-10 04:48:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 04:46:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 04:45:30","days",1,"","","","","","",NA,"","","1","4","1","1","7","3","","","","","","",FALSE
5,"2021-05-10 04:45:25","",NA,"","","","","","",NA,"","","2","","1","5","1","4","","","","","","",FALSE
NA,"2021-05-10 04:40:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 04:36:54","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 04:33:27","days",1,"","","","","","",NA,"","","1","1","7","7","1","1","","","","","","",FALSE
6,"2021-05-10 04:28:47","continuous",0,"","","","A","Female","Over 65",1,"D","B","1","5","4","3","5","6","1","2","1","1","1","1",TRUE
2,"2021-05-10 04:21:52","",NA,"","","","","","",NA,"","","","1","https://scontent.xx.fbcdn.net/v/t1.15752-9/183936039_966693277410955_4350858019567224135_n.png?_nc_cat=108&ccb=1-3&_nc_sid=58c789&_nc_ohc=vZr_gfEnVaYAX_PnpCS&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a18e83465c2b2089939860e7cd391ae5&oe=60BFE367","","1","","","","","","","",FALSE
1,"2021-05-10 04:21:20","",NA,"","","","","","",NA,"","","1","","","","","","","","","","","",FALSE
6,"2021-05-10 04:21:09","days",0,"","","","","","",NA,"","","1","5","5","1","5","5","","","","","","",FALSE
6,"2021-05-10 04:19:10","continuous",1,"Yes","No","","D","","",NA,"","","1","5","3","5","1","2","","","","","","",FALSE
6,"2021-05-10 04:18:35","days",1,"","","","","","",NA,"","","2","2","4","5","5","5","","","","","","",FALSE
3,"2021-05-10 04:14:45","",NA,"","","","","","",NA,"","","7","","7","7","","","","","","","","",FALSE
5,"2021-05-10 04:14:16","",NA,"","","","","","",NA,"","","1","2","1","","1","3","","","","","","",FALSE
NA,"2021-05-10 04:13:48","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 04:11:56","days",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-10 04:08:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 04:08:08","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 04:06:55","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 04:06:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 04:05:19","continuous",1,"Yes","No","","","","",NA,"","","4","5","2","1","1","1","","","","","","",FALSE
6,"2021-05-10 04:04:41","days",1,"Yes","Yes","","A","","",NA,"","","4","4","4","6","6","4","","","","","","",FALSE
1,"2021-05-10 04:01:49","days",0,"","","","","","",NA,"","","4","1","3","7","1","4","","","","","3","",FALSE
3,"2021-05-10 03:59:25","",NA,"","","","","","",NA,"","","","6","","6","","6","","","","","","",FALSE
NA,"2021-05-10 03:50:24","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 03:45:43","days",0,"","","","","","",NA,"","","1","4","1","4","4","4","","","","","","",FALSE
6,"2021-05-10 03:45:03","days",1,"Yes","Yes","Yes","C","Female","Over 65",1,"C","B","1","4","4","6","6","4","7","7","7","5","1","7",TRUE
5,"2021-05-10 03:40:51","",NA,"","","","","","",NA,"","","1","5","","1","4","1","","","","","","",FALSE
6,"2021-05-10 03:40:04","continuous",1,"No","No","","https://l.facebook.com/l.php?u=https%3A%2F%2Famericasbestpics.com%2Fpicture%2FXcwOIhga8%3Fs%3Dfm&h=AT2Ah4r1SVKSaSyXgvDiDQo3YVrZkx5wAmkqPB4cW-h88oc5CVpCTchF_bdcowAl_YGnIOKOS73H2ctPHACjLqHLRInmiMvaL2NOAlRMRRS815EESV5DzaUpHuDdbFVVXyqviyfJUDtQCfc&s=1","","",NA,"","","1","1","7","7","1","7","","","","","","",FALSE
6,"2021-05-10 03:38:42","days",1,"","","","","","",NA,"","","4","7","7","4","7","5","","","","","","",FALSE
5,"2021-05-10 03:35:27","",NA,"","","","","","",NA,"","","1","","5","2","1","2","","","","","","",FALSE
NA,"2021-05-10 03:35:23","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-10 03:35:03","",NA,"","","","","","",NA,"","","5","","5","","","","","","","","","",FALSE
0,"2021-05-10 03:34:54","",NA,"","","","","","",NA,"","","7","","7","4","1","4","","","","","","",FALSE
6,"2021-05-10 03:34:54","days",0,"","","","","","",NA,"","","1","1","1","1","2","1","","","","","","",FALSE
2,"2021-05-10 03:34:37","",NA,"","","","","","",NA,"","","","","1","","I FIND ""FACTS"" BEFORE I POST ANYTHING","1","","","","","","",FALSE
3,"2021-05-10 03:34:28","",NA,"","","","","","",NA,"","","7","","","5","","7","","","","","","",FALSE
2,"2021-05-10 03:33:56","",NA,"","","","","","",NA,"","","","","","7","","5","","","","","","",FALSE
6,"2021-05-10 03:32:41","days",1,"https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8jv0_i&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=72e928e1fe1a2b5e06e11138da85ae45&oe=60BE8049","Yes","Yes","A","Male","Over 65",1,"B","A","1","3","2","1","6","1","1","6","3","3","1","1",TRUE
6,"2021-05-10 03:31:43","days",1,"","","","","","",NA,"","","4","4","3","4","3","4","","","","","","",FALSE
1,"2021-05-10 03:31:40","",NA,"","","","","","",NA,"","","","1","1","1","4","1","","","","","","",FALSE
0,"2021-05-10 03:30:30","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 03:25:44","days",1,"https://scontent.xx.fbcdn.net/v/t39.1997-6/p100x100/851582_369239386556143_1497813874_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=PloYEyfiVeAAX9ej9zx&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=c9f5a37158b2988a15d4dfe0f75f9ee8&oe=60BBA233","","No","","","",NA,"","","1","6","6","6","1","4","","","","","","",FALSE
NA,"2021-05-10 03:25:42","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 03:24:47","continuous",0,"","","","","","",NA,"","","6","6","6","6","6","1","","","","","","",FALSE
0,"2021-05-10 03:22:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 03:21:52","continuous",1,"Yes","","","","","",NA,"","","7","7","4","7","1","6","","","","","","",FALSE
5,"2021-05-10 03:21:31","",NA,"","","","","","",NA,"","","5","7","7","","6","6","","","","","","",FALSE
0,"2021-05-10 03:18:16","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 03:17:56","days",1,"Yes","Yes","Yes","B","","",NA,"","","7","4","7","7","7","7","","","","","","",FALSE
5,"2021-05-10 03:17:33","",NA,"","","","","","",NA,"","","7","5","6","7","7","","","","","","","",FALSE
6,"2021-05-10 03:16:05","days",0,"","","","","","",NA,"","","1","2","1","1","1","1","","","","","","",FALSE
6,"2021-05-10 03:15:52","continuous",1,"","","","","","",NA,"","","","1","1","1","6","5","","","","","","",FALSE
6,"2021-05-10 03:15:46","continuous",0,"","","","A","Male","45-65",1,"C","D","1","1","1","1","4","1","1","1","1","1","1","1",TRUE
NA,"2021-05-10 03:15:38","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 03:15:23","days",0,"","","","","","",NA,"","","1","5","5","1","7","1","","","","","","",FALSE
6,"2021-05-10 03:14:14","days",1,"","","","","","",NA,"","","1","3","1","1","4","2","","","","","","",FALSE
3,"2021-05-10 03:13:46","",NA,"","","","","","",NA,"","","","7","7","","","7","","","","","","",FALSE
NA,"2021-05-10 03:13:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 03:12:59","days",1,"","","","","","",NA,"","","6","6","1","6","3","2","","","","","","",FALSE
4,"2021-05-10 03:12:26","",NA,"","","","","","",NA,"","","","6","7","1","","4","","","","","","",FALSE
6,"2021-05-10 03:10:41","days",0,"","","","","","",NA,"","","2","3","3","1","3","2","","","","","","",FALSE
5,"2021-05-10 03:05:30","",NA,"","","","","","",NA,"","","1","6","5","4","4","","","","","","","",FALSE
0,"2021-05-10 03:05:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 03:04:18","",NA,"","","","","","",NA,"","","1","5","1","","5","2","","","","","","",FALSE
2,"2021-05-10 03:03:07","",NA,"","","","","","",NA,"","","1","2","1","7","1","3","","","","","","",FALSE
NA,"2021-05-10 03:02:37","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 03:02:10","",NA,"","","","","","",NA,"","","1","","1","1","1","1","","","","","","",FALSE
2,"2021-05-10 03:00:55","",NA,"","","","","","",NA,"","","3","2","","","","","","","","","","",FALSE
6,"2021-05-10 02:59:43","days",1,"","","","","","",NA,"","","7","7","5","7","6","6","","","","","","",FALSE
5,"2021-05-10 02:58:41","",NA,"","","","","","",NA,"","","5","5","5","2","","1","","","","","","",FALSE
6,"2021-05-10 02:58:06","days",0,"","","","","","",NA,"","","2","5","3","1","5","1","","","","","","",FALSE
5,"2021-05-10 02:57:27","continuous",1,"No","No","No","B","","",NA,"","","1","1","1","1","1","1","1","","1","1","1","1",FALSE
6,"2021-05-10 02:54:46","continuous",1,"Yes","Yes","Yes","A","Male","45-65",1,"C","D","1","3","3","1","4","1","1","4","1","1","1","4",TRUE
2,"2021-05-10 02:54:34","",NA,"","","","","","",NA,"","","","5","6","","","","","","","","","",FALSE
0,"2021-05-10 02:53:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 02:52:52","",NA,"","","","","","",NA,"","","1","1","1","","5","1","","","","","","",FALSE
3,"2021-05-10 02:51:59","",NA,"","","","","","",NA,"","","7","1","Not willing.","","5","","","","","","","",FALSE
6,"2021-05-10 02:50:29","days",0,"","","","","","",NA,"","","3","7","7","7","7","7","","","","","","",FALSE
0,"2021-05-10 02:47:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 02:44:56","",NA,"","","","","","",NA,"","","5","6","3","","6","6","","","","","","",FALSE
5,"2021-05-10 02:44:44","",NA,"","","","","","",NA,"","","1","6","","3","6","1","","","","","","",FALSE
5,"2021-05-10 02:42:49","",NA,"","","","","","",NA,"","","1","5","3","1","","3","","","","","","",FALSE
1,"2021-05-10 02:42:46","",NA,"","","","","","",NA,"","","","5","","","","","","","","","","",FALSE
5,"2021-05-10 02:39:58","",NA,"","","","","","",NA,"","","7","6","6","5","","1","","","","","","",FALSE
6,"2021-05-10 02:39:30","days",0,"","","","","","",NA,"","","1","3","4","1","7","5","","","","","","",FALSE
6,"2021-05-10 02:38:59","days",0,"","","","","","",NA,"","","4","4","6","1","5","4","","","","","","",FALSE
6,"2021-05-10 02:37:53","continuous",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-10 02:36:27","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 02:35:56","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
2,"2021-05-10 02:34:27","",NA,"","","","","","",NA,"","","","7","","7","","","","","","","","",FALSE
6,"2021-05-10 02:33:13","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
5,"2021-05-10 02:32:37","",NA,"","","","","","",NA,"","","7","7","7","7","","7","","","","","","",FALSE
0,"2021-05-10 02:31:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 02:31:25","days",0,"","","","","","",NA,"","","4","1","4","7","1","1","","","","","","",FALSE
NA,"2021-05-10 02:31:17","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 02:30:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-10 02:27:31","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","4","5","3","5","5","4","6","","","","","",FALSE
4,"2021-05-10 02:26:15","days",0,"","","","A","","",NA,"","","7","7","1","1","1","7","2","","7","6","1","",FALSE
6,"2021-05-10 02:24:45","days",1,"","","","","","",NA,"","","1","4","5","3","1","6","","","","","","",FALSE
2,"2021-05-10 02:23:25","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","7","7","1","4","5","7","7","7","","","","",FALSE
6,"2021-05-10 02:22:01","continuous",1,"Yes","No","Yes","A","Male","18-29",1,"C","E","1","5","5","1","6","1","1","2","5","1","1","1",TRUE
6,"2021-05-10 02:19:37","continuous",1,"No","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
NA,"2021-05-10 02:18:37","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 02:17:17","continuous",1,"Yes","No","","","","",NA,"","","3","2","4","4","1","2","","","","","","",FALSE
5,"2021-05-10 02:16:03","",NA,"","","","","","",NA,"","","1","","7","7","1","2","","","","","","",FALSE
5,"2021-05-10 02:15:27","continuous",1,"Yes","Yes","Yes","C","","",NA,"","","3","5","5","6","6","6","6","2","6","4","2","",FALSE
6,"2021-05-10 02:15:10","days",1,"","","","","","",NA,"","","1","2","2","1","4","3","","","","","","",FALSE
5,"2021-05-10 02:13:08","",NA,"","","","","","",NA,"","","","1","7","7","1","","","","","","","",FALSE
0,"2021-05-10 02:11:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 02:10:11","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-10 02:09:41","",NA,"","","","","","",NA,"","","","","","4","","","","","","","","",FALSE
6,"2021-05-10 02:08:50","days",1,"","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
1,"2021-05-10 02:07:57","days",1,"https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX_dViWs&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=d646c07aaecf3822a9f6d19bb9d255ef&oe=60BE8049","Yes","Yes","A","","",NA,"","","1","1","3","1","4","1","","","","2","","",FALSE
0,"2021-05-10 02:07:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 02:07:17","days",1,"Yes","STOP!!!!","No","","","",NA,"","","3","4","4","5","7","3","","","","","","",FALSE
6,"2021-05-10 02:06:59","days",1,"","","","","","",NA,"","","5","4","7","1","7","5","","","","","","",FALSE
0,"2021-05-10 02:05:30","",NA,"","","","","","",NA,"","","","","","","","I need more info before I can decide.","","","","","","",FALSE
0,"2021-05-10 02:04:44","continuous",1,"Yes","Yes","Yes","B","Female","Over 65",1,"D","B","4","3","6","2","5","2","1","5","2","1","1","5",TRUE
NA,"2021-05-10 01:59:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 01:58:17","days",0,"","","","","","",NA,"","","1","1","1","3","1","3","","","","","","",FALSE
6,"2021-05-10 01:57:02","days",0,"","","","","","",NA,"","","5","2","2","1","6","3","","","","","","",FALSE
2,"2021-05-10 01:55:56","",NA,"","","","","","",NA,"","","7","","Fuck off","","","7","","","","","","",FALSE
0,"2021-05-10 01:55:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 01:54:42","",NA,"","","","","","",NA,"","","4","4","6","4","4","","","","","","","",FALSE
1,"2021-05-10 01:53:33","",NA,"","","","","","",NA,"","","5","6","","5","","2","","","","","","",FALSE
0,"2021-05-10 01:53:28","days",1,"","","","","","",NA,"","","3","4","2","5","5","3","","","","","","",FALSE
0,"2021-05-10 01:52:11","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 01:51:00","",NA,"","","","","","",NA,"","","1","","5","1","3","4","","","","","","",FALSE
NA,"2021-05-10 01:50:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 01:50:41","continuous",0,"","","","A","","",NA,"","","3","7","7","7","7","7","","","","","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8E5GAV&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=178ca3edd797c41b748bb80716ba6732&oe=60BE8049",FALSE
6,"2021-05-10 01:50:35","continuous",1,"No","","","","","",NA,"","","1","4","4","4","1","4","","","","","","",FALSE
4,"2021-05-10 01:50:23","",NA,"","","","","","",NA,"","","4","","5","7","7","","","","","","","",FALSE
6,"2021-05-10 01:50:04","days",1,"","","","","","",NA,"","","5","6","5","6","4","5","","","","","","",FALSE
6,"2021-05-10 01:48:49","continuous",0,"","","","B","Female","45-65",1,"C","A","1","7","4","7","1","6","1","5","6","6","3","4",TRUE
6,"2021-05-10 01:48:45","continuous",1,"Yes","Sbe is a real doctor. I researched her and the others that spoke that day.","","Stop....this is stupid.  I am done with you and this crap.","","",NA,"","","1","6","1","6","2","5","","","","","","",FALSE
NA,"2021-05-10 01:48:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-10 01:47:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 01:46:33","continuous",1,"Yes","Yes","Yes","A","Male","45-65",1,"B","B","2","5","6","4","5","5","1","1","1","1","1","2",TRUE
6,"2021-05-10 01:45:55","days",1,"OK","Yes","Yes","A","Female","45-65",1,"C","C","4","2","5","1","5","1","3","2","3","1","1","4",TRUE
6,"2021-05-10 01:43:46","days",0,"","","","","","",NA,"","","1","1","4","4","4","4","","","","","","",FALSE
0,"2021-05-10 01:41:33","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-10 01:40:53","",NA,"","","","","","",NA,"","","1","1","1","","1","1","","","","","","",FALSE
0,"2021-05-10 01:37:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-10 01:35:47","continuous",0,"","","","C","","",NA,"","","7","7","7","7","7","6","7","7","7","","7","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX-lpdZD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=69ae2a3fe1742f618670e403a785fbd9&oe=60BE8049",FALSE
0,"2021-05-10 01:34:16","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 01:32:15","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-10 01:32:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-10 01:32:00","continuous",1,"Yes","Probably","","","","",NA,"","","1","5","3","2","2","1","","","","","","",FALSE
