seen_total,last seen,survey_type,engagement,engagement_1,engagement_2,engagement_3,quiz_answer,demo_gender,demo_age,demo_asked,demo_school,demo_media,question_2_pre,question_6_pre,question_4_pre,question_1_pre,question_3_pre,question_5_pre,question_2_post,question_3_post,question_6_post,question_5_post,question_1_post,question_4_post
2,2021-05-08 12:55:40,days,0,,,,Fuck you assholes,,,,,,1,6,1,6,1,3,1,1,,,,
0,2021-05-08 12:53:11,continuous,1,Yes,Yes,No,B,,,,,,6,7,7,7,1,6,,,,,,
5,2021-05-08 12:52:44,,,,,,,,,,,,7,7,7,,7,7,,,,,,
0,2021-05-08 12:51:50,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 12:51:44,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 12:46:37,,,,,,,,,,,,2,,4,6,6,1,,,,,,
2,2021-05-08 12:45:59,,,,,,,,,,,,,3,,,2,,,,,,,
4,2021-05-08 12:45:35,,,,,,,,,,,,1,4,,4,1,,,,,,,
6,2021-05-08 12:44:39,continuous,1,Yes,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-YWI2v&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=590a9568f69cad7ee0c88c1f4b815ec9&oe=60BA8BC9,Yes,A,Male,45-65,1,C,D,7,7,7,7,7,7,5,7,6,5,6,7
0,2021-05-08 12:43:38,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 12:42:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 12:42:21,continuous,0,,,,,,,,,,1,1,2,2,2,1,,,,,,
5,2021-05-08 12:42:20,,,,,,,,,,,,1,5,5,4,1,,,,,,,
1,2021-05-08 12:39:53,,,,,,,,,,,,,4,,4,,,,,,,,
6,2021-05-08 12:37:25,days,1,,,,,,,,,,,2,,4,2,4,,,,,,
6,2021-05-08 12:36:59,continuous,0,,,,,,,,,,7,6,6,7,7,7,,,,,,
4,2021-05-08 12:34:42,,,,,,,,,,,,1,7,4,,7,,,,,,,
2,2021-05-08 12:32:46,,,,,,,,,,,,,1,2,,,,,,,,,
2,2021-05-08 12:32:41,,,,,,,,,,,,,3,,,,3,,,,,,
8,2021-05-08 12:29:33,days,1,,,,,,,,,,4,,,,,4,,,,,,
2,2021-05-08 12:28:42,,,,,,,,,,,,,,4,7,,,,,,,,
3,2021-05-08 12:26:48,,,,,,,,,,,,,,2,6,,3,,,,,,
0,2021-05-08 12:26:06,continuous,1,No,Yes,Yes,A,,,,,,1,7,1,7,1,1,,,,,,
4,2021-05-08 12:23:33,continuous,1,Yes,No,Yes,B,,,,,,1,4,4,1,5,2,,,2,2,1,2
4,2021-05-08 12:23:20,,,,,,,,,,,,5,,,6,4,3,,,,,,
"",2021-05-08 12:19:15,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 12:17:37,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 12:16:27,continuous,0,,,,,,,,,,1,6,2,7,1,7,,,,,,
"",2021-05-08 12:14:51,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 12:12:22,continuous,1,Yes,,,,,,,,,1,1,1,1,4,7,,,,,,
2,2021-05-08 12:12:15,,,,,,,,,,,,,,,4,2,,,,,,,
0,2021-05-08 12:07:59,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 12:06:16,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 12:06:14,days,0,,,,,,,,,,2,2,5,5,1,5,,,,,,
0,2021-05-08 12:04:19,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 12:01:04,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 11:56:32,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-08 11:56:21,,,,,,,,,,,,5,5,5,5,6,,,,,,,
0,2021-05-08 11:53:05,days,0,,,,,,,,,,1,5,2,1,4,1,,,,,,
0,2021-05-08 11:52:37,days,0,,,,Stop.,,,,,,1,1,1,1,1,1,,,,,,Fuck off AI.
2,2021-05-08 11:50:27,,,,,,,,,,,,,,4,,7,,,,,,,
"",2021-05-08 11:46:55,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 11:46:39,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 11:44:48,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 11:19:53,days,1,,,,,,,,,,5,5,5,5,5,5,,,,,,
"",2021-05-08 11:14:47,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 11:11:31,,,,,,,,,,,,,2,,,,,,,,,,
6,2021-05-08 11:11:20,continuous,0,,,,,,,,,,7,7,7,7,1,4,,,,,,
1,2021-05-08 11:08:02,,,,,,,,,,,,,,,,6,,,,,,,
1,2021-05-08 11:05:14,,,,,,,,,,,,,,1,,,,,,,,,
"",2021-05-08 11:03:21,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 11:01:28,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 10:56:39,,,,,,,,,,,,7,7,6,,7,5,,,,,,
0,2021-05-08 10:43:03,days,1,Yes,No,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-08 10:38:50,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-08 10:35:05,continuous,1,Yes,No,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-08 10:34:13,continuous,1,Yes,"Yes but i also see many real experts  demonized and discretited as ""witch doctors"" such as this woman, just because her statement goes against the wanted narrative",,,,,,,,1,3,1,7,1,1,,,,,,
6,2021-05-08 10:30:33,days,1,,,,,,,,,,2,4,3,5,2,2,,,,,,
5,2021-05-08 10:19:40,,,,,,,,,,,,,1,1,1,1,1,,,,,,
6,2021-05-08 10:09:31,days,1,,,,,,,,,,1,3,1,5,1,5,,,,,,
5,2021-05-08 10:04:16,,,,,,,,,,,,1,1,1,1,1,,,,,,,
4,2021-05-08 10:03:26,,,,,,,,,,,,2,,,3,3,3,,,,,,
3,2021-05-08 10:03:19,,,,,,,,,,,,6,6,5,6,5,6,,,,,,
1,2021-05-08 09:56:40,,,,,,,,,,,,,,1,,,,,,,,,
1,2021-05-08 09:56:00,,,,,,,,,,,,,,,,,1,,,,,,
5,2021-05-08 09:55:34,,,,,,,,,,,,1,1,,4,1,2,,,,,,
4,2021-05-08 09:52:29,,,,,,,,,,,,5,3,5,,,4,,,,,,
"",2021-05-08 09:47:19,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-08 09:47:15,,,,,,,,,,,,1,,,,1,,,,,,,
"",2021-05-08 09:43:37,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 09:42:46,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 09:42:44,days,0,,,,,,,,,,4,5,6,2,3,4,,,,,,
"",2021-05-08 09:42:03,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 09:23:01,days,0,,,,,,,,,,1,1,1,1,7,4,,,,,,
"",2021-05-08 09:17:31,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 08:55:59,,,,,,,,,,,,6,6,6,6,,3,,,,,,
3,2021-05-08 08:54:24,,,,,,,,,,,,4,4,,,3,,,,,,,
2,2021-05-08 08:33:14,,,,,,,,,,,,1,,,,1,,,,,,,
0,2021-05-08 08:32:01,days,0,,,,,,,,,,5,6,6,7,6,2,,,,,,
6,2021-05-08 08:31:51,continuous,0,,,,A,Male,45-65,1,d,a,1,1,7,1,7,5,1,7,3,3,1,1
5,2021-05-08 08:27:49,,,,,,,,,,,,,2,1,5,1,6,,,,,,
6,2021-05-08 08:25:23,continuous,0,,,,,,,,,,5,5,5,5,1,6,,,,,,
6,2021-05-08 08:14:34,continuous,1,Yes,Yes,Yes,A,Female,Over 65,1,B,B,4,5,5,1,6,6,6,6,1,1,1,1
5,2021-05-08 08:11:33,,,,,,,,,,,,,4,6,7,1,3,,,,,,
6,2021-05-08 08:02:25,continuous,1,Yes,,,,,,,,,1,1,3,1,4,2,,,,,,
"",2021-05-08 07:59:28,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 07:53:14,days,1,ok,Yes,yes,B,,,,,,1,4,5,1,7,7,1,7,,5,1,7
5,2021-05-08 07:45:32,,,,,,,,,,,,3,,5,1,2,1,,,,,,
"",2021-05-08 07:38:02,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 07:32:20,days,1,Stop,,,,,,,,,4,4,5,5,4,4,,,,,,
4,2021-05-08 07:31:52,,,,,,,,,,,,4,4,,4,,4,,,,,,
"",2021-05-08 07:25:40,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-08 07:12:17,,,,,,,,,,,,,,2,1,6,1,,,,,,
1,2021-05-08 06:52:57,continuous,1,Yes,No,Yes,A,,,,,,6,6,6,6,6,6,,,,6,,
5,2021-05-08 06:51:40,,,,,,,,,,,,1,4,1,1,3,,,,,,,
"",2021-05-08 06:48:11,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 06:45:28,,,,,,,,,,,,,3,,,,,,,,,,
6,2021-05-08 06:45:21,continuous,1,Yes,Yes,,,,,,,,4,4,3,5,3,3,,,,,,
0,2021-05-08 06:36:58,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 06:36:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 06:34:07,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 06:32:26,,,,,,,,,,,,1,7,3,7,,4,,,,,,
3,2021-05-08 06:27:06,,,,,,,,,,,,5,5,,,7,,,,,,,
"",2021-05-08 06:24:44,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 06:22:24,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 06:07:45,continuous,1,Yes,No,Yes,C,,,,,,1,6,5,6,3,5,,,,,6,
5,2021-05-08 06:06:07,,,,,,,,,,,,,7,7,7,5,7,,,,,,
1,2021-05-08 06:06:03,,,,,,,,,,,,3,,,,,,,,,,,
4,2021-05-08 06:05:55,,,,,,,,,,,,,,1,2,1,4,,,,,,
5,2021-05-08 06:05:13,,,,,,,,,,,,3,,3,5,2,4,,,,,,
1,2021-05-08 06:02:56,,,,,,,,,,,,,,,,,3,,,,,,
6,2021-05-08 06:02:22,continuous,0,,,,,,,,,,7,7,7,1,1,1,,,,,,
5,2021-05-08 05:57:52,,,,,,,,,,,,1,1,2,5,1,,,,,,,
6,2021-05-08 05:42:50,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-08 05:40:51,days,1,Yes,Don't know,,A,,,,,,1,7,1,4,1,7,,,,,,
6,2021-05-08 05:34:41,continuous,0,,,,A,Male,45-65,1,D,C,1,1,1,1,1,1,1,1,1,1,1,1
5,2021-05-08 05:34:17,,,,,,,,,,,,1,1,1,2,,1,,,,,,
2,2021-05-08 05:33:08,continuous,1,Yes,Yes,Yes,C,,,,,,6,6,1,6,6,7,6,,,6,,
6,2021-05-08 05:28:45,days,1,,,,,,,,,,1,1,2,1,3,2,,,,,,
0,2021-05-08 05:07:20,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 05:05:01,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 04:59:23,days,1,,,,,,,,,,2,1,2,7,1,2,,,,,,
0,2021-05-08 04:57:42,days,0,,,,,,,,,,1,6,6,1,5,1,,,,,,
6,2021-05-08 04:56:52,continuous,1,Yes,Yes,Yes,A,Female,30-44,1,C,D,1,5,1,1,2,1,1,1,4,1,1,1
3,2021-05-08 04:56:16,continuous,1,Yes,Yes,No,A,,,,,,1,2,2,4,1,1,2,enough of your biased survey stop now,,2,1,
6,2021-05-08 04:51:15,days,1,,,,,,,,,,7,6,7,6,7,6,,,,,,
2,2021-05-08 04:50:28,,,,,,,,,,,,1,1,3,,1,,,,,,,
"",2021-05-08 04:47:26,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 04:44:15,,,,,,,,,,,,4,,,,,,,,,,,
4,2021-05-08 04:41:59,,,,,,,,,,,,,3,2,1,1,,,,,,,
0,2021-05-08 04:41:57,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-08 04:33:56,,,,,,,,,,,,,1,1,,,,,,,,,
"",2021-05-08 04:29:51,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 04:29:24,continuous,1,Yes,No,Yes,A,,,,,,2,1,1,1,4,1,1,4,1,1,1,
"",2021-05-08 04:23:00,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 04:19:33,,,,,,,,,,,,,3,5,1,7,5,,,,,,
2,2021-05-08 04:19:29,,,,,,,,,,,,5,5,,,,,,,,,,
"",2021-05-08 04:16:25,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 04:12:48,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 04:11:48,days,0,,,,,,,,,,1,4,6,1,7,1,,,,,,
5,2021-05-08 04:03:33,,,,,,,,,,,,1,1,1,7,,1,,,,,,
5,2021-05-08 03:58:54,,,,,,,,,,,,1,1,1,If I can't read it I am certainly not going to share it !,4,1,,,,,,
6,2021-05-08 03:40:49,days,1,cool,No,No,A,Male,18-29,1,B,C,1,1,1,1,1,5,1,1,1,5,1,1
0,2021-05-08 03:38:32,days,0,,,,,,,,,,6,6,6,6,6,6,,,,,,
"",2021-05-08 03:27:37,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 03:26:08,,,,,,,,,,,,3,,,,,,,,,,,
5,2021-05-08 03:15:44,,,,,,,,,,,,4,5,6,6,4,,,,,,,
1,2021-05-08 02:40:49,continuous,1,Yes,No,Yes,B,,,,,,2,2,2,5,2,3,,,,1,,
0,2021-05-08 02:40:28,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 02:37:41,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 02:35:32,,,,,,,,,,,,4,5,4,7,4,,,,,,,
"",2021-05-08 02:34:13,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 02:33:58,,,,,,,,,,,,1,,3,1,2,2,,,,,,
"",2021-05-08 02:30:36,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 02:27:26,continuous,0,,,,,,,,,,5,1,1,5,4,1,,,,,,
0,2021-05-08 02:25:38,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 02:25:01,,,,,,,,,,,,,,,,3,,,,,,,
6,2021-05-08 02:23:17,days,1,,,,,,,,,,1,5,4,1,4,4,,,,,,
6,2021-05-08 02:23:01,continuous,0,,,,,,,,,,2,7,2,1,5,2,,,,,,
3,2021-05-08 02:21:37,,,,,,,,,,,,4,,,6,,,,,,,,
5,2021-05-08 02:20:12,,,,,,,,,,,,,6,7,5,5,5,,,,,,
6,2021-05-08 02:19:02,continuous,0,,,,,,,,,,1,1,1,6,1,1,,,,,,
4,2021-05-08 02:18:24,,,,,,,,,,,,4,4,4,4,,,,,,,,
0,2021-05-08 02:18:15,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 02:17:35,,,,,,,,,,,,4,4,,7,1,2,,,,,,
4,2021-05-08 02:16:47,continuous,0,,,,A,,,,,,1,1,1,1,1,1,1,1,,1,,1
3,2021-05-08 02:16:39,,,,,,,,,,,,,1,,1,,7,,,,,,
0,2021-05-08 02:16:08,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 02:13:48,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 02:13:44,continuous,1,Yes,Yes,No,D,,,,,,2,7,2,5,4,4,,4,2,4,2,1
6,2021-05-08 02:13:25,continuous,0,,,,,,,,,,1,1,1,1,1,2,,,,,,
0,2021-05-08 02:13:16,days,0,,,,,,,,,,1,1,4,1,2,1,,,,,,
4,2021-05-08 02:13:05,,,,,,,,,,,,1,,4,,6,1,,,,,,
0,2021-05-08 02:12:20,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-08 02:11:54,,,,,,,,,,,,,7,,7,1,,,,,,,
2,2021-05-08 02:11:20,,,,,,,,,,,,,1,1,,,,,,,,,
0,2021-05-08 02:09:22,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-08 02:08:31,,,,,,,,,,,,1,3,4,3,,,,,,,,
0,2021-05-08 02:08:30,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-08 02:08:25,,,,,,,,,,,,1,,,,,1,,,,,,
1,2021-05-08 02:08:05,,,,,,,,,,,,,,,2,,,,,,,,
6,2021-05-08 02:06:35,continuous,0,,,,A,Female,Over 65,1,C,C,1,6,2,1,7,1,1,1,1,1,1,1
5,2021-05-08 02:06:22,,,,,,,,,,,,3,3,3,3,1,,,,,,,
"",2021-05-08 02:06:07,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 02:05:57,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 02:05:51,continuous,0,,,,,,,,,,4,7,4,5,3,1,,,,,,
2,2021-05-08 02:05:30,,,,,,,,,,,,1,,,1,,,,,,,,
0,2021-05-08 02:04:53,days,0,,,,,,,,,,7,7,7,1,7,7,,,,,,
0,2021-05-08 02:04:01,days,0,,,,Whatever,,,,,,1,1,3,5,1,6,,,,,,
6,2021-05-08 02:03:26,days,0,,,,b,Male,30-44,1,B,D,1,2,1,5,1,1,1,1,2,2,5,1
0,2021-05-08 02:02:58,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 02:01:38,days,1,,,,,,,,,,3,4,2,3,2,3,,,,,,
6,2021-05-08 01:59:15,continuous,1,Yes,Yes,Yes,A,Female,Over 65,1,D,B,1,2,1,1,3,1,1,2,1,1,1,2
5,2021-05-08 01:57:26,,,,,,,,,,,,1,2,2,,1,2,,,,,,
1,2021-05-08 01:57:01,,,,,,,,,,,,,,,,,1,,,,,,
"",2021-05-08 01:56:40,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:56:38,days,1,,,,,,,,,,2,1,5,6,4,1,,,,,,
5,2021-05-08 01:56:03,,,,,,,,,,,,7,6,,7,4,6,,,,,,
"",2021-05-08 01:55:59,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:55:57,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-08 01:55:48,,,,,,,,,,,,3,,7,,,,,,,,,
"",2021-05-08 01:53:49,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:52:55,days,1,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-TrbGd&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=cf10905c18a723112571700aadd00e66&oe=60BA8BC9,Yes,Yes,B,Male,45-65,1,D,D,2,7,5,1,3,3,2,4,5,4,3,4
3,2021-05-08 01:52:24,,,,,,,,,,,,,,,6,1,6,,,,,,
4,2021-05-08 01:51:55,continuous,0,,,,A,,,,,,1,1,1,1,1,1,1,,1,1,1,
5,2021-05-08 01:51:44,,,,,,,,,,,,3,,3,3,1,3,,,,,,
"",2021-05-08 01:51:18,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:50:37,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:50:32,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 01:49:44,continuous,0,,,,A,,,,,,1,6,6,6,1,5,1,1,6,,2,5
1,2021-05-08 01:48:50,,,,,,,,,,,,2,,,,,,,,,,,
1,2021-05-08 01:48:23,,,,,,,,,,,,,3,,,,,,,,,,
1,2021-05-08 01:48:12,continuous,0,,,,C,,,,,,4,5,2,3,1,3,,1,,,,
6,2021-05-08 01:47:37,days,1,,,,,,,,,,7,7,1,7,1,7,,,,,,
6,2021-05-08 01:46:55,continuous,1,Yes,Yes,Yes,A,Male,Over 65,1,C,A,1,1,1,1,5,1,1,7,1,1,1,4
"",2021-05-08 01:46:34,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 01:46:27,,,,,,,,,,,,,,1,,,,,,,,,
3,2021-05-08 01:45:24,,,,,,,,,,,,4,,4,2,,,,,,,,
6,2021-05-08 01:44:43,continuous,0,,,,B,Male,45-65,1,D,B,2,4,4,1,4,2,1,2,2,1,1,1
4,2021-05-08 01:43:34,,,,,,,,,,,,7,7,7,,,7,,,,,,
0,2021-05-08 01:42:45,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:42:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:41:48,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:41:15,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:41:02,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-08 01:39:17,,,,,,,,,,,,7,7,,6,6,,,,,,,
"",2021-05-08 01:38:56,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:38:31,continuous,0,,,,,,,,,,1,3,1,1,1,1,,,,,,
6,2021-05-08 01:38:02,continuous,0,,,,no,,,,,,1,3,1,1,1,3,,,,,,
5,2021-05-08 01:37:29,continuous,1,Yes,Yes,No,B,,,,,,2,2,2,4,2,2,2,2,,2,2,2
6,2021-05-08 01:35:35,continuous,0,,,,,,,,,,1,1,1,4,1,1,,,,,,
3,2021-05-08 01:34:51,,,,,,,,,,,,7,,7,,,7,,,,,,
3,2021-05-08 01:34:02,,,,,,,,,,,,,3,,,3,1,,,,,,
0,2021-05-08 01:33:55,days,0,,,,,,,,,,1,2,4,1,6,1,,,,,,
0,2021-05-08 01:33:47,days,0,,,,,,,,,,4,4,2,6,1,5,,,,,,
0,2021-05-08 01:32:54,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:32:42,continuous,1,Yes,No,No,A,Other,18-29,1,D,B,1,1,1,1,1,1,1,1,1,1,1,1
4,2021-05-08 01:32:32,continuous,0,,,,B,,,,,,1,1,1,1,1,1,1,Stop,1,1,,1
6,2021-05-08 01:31:39,days,1,,,,,,,,,,5,6,5,7,5,6,,,,,,
6,2021-05-08 01:31:31,continuous,0,,,,,,,,,,1,7,7,7,6,7,,,,,,
0,2021-05-08 01:31:12,continuous,0,,,,A,,,,,,2,2,3,1,2,2,,,,,,
0,2021-05-08 01:30:23,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,4,1,3,1,,,,,,
1,2021-05-08 01:30:14,,,,,,,,,,,,,,,1,,,,,,,,
1,2021-05-08 01:28:42,,,,,,,,,,,,,,,,,1,,,,,,
6,2021-05-08 01:28:35,days,1,,,,,,,,,,3,5,4,4,1,3,,,,,,
0,2021-05-08 01:28:06,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:28:03,days,1,,,,,,,,,,4,6,1,7,1,1,,,,,,
1,2021-05-08 01:28:02,,,,,,,,,,,,,,,,3,,,,,,,
6,2021-05-08 01:27:55,continuous,0,,,,,,,,,,1,1,,1,3,3,,,,,,
0,2021-05-08 01:27:51,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 01:27:44,,,,,,,,,,,,,3,,,,,,,,,,
0,2021-05-08 01:26:35,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:26:11,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:25:32,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:24:53,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:24:36,continuous,0,,,,,,,,,,1,5,4,1,7,5,,,,,,
0,2021-05-08 01:24:32,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:22:36,,,,,,,,,,,,,,,"The facts are not in play here. The earth has done this 3 times before, the green initatives will not stop or slow it significantly.",,,,,,,,
0,2021-05-08 01:22:18,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-08 01:21:10,,,,,,,,,,,,2,3,4,,,1,,,,,,
4,2021-05-08 01:20:40,,,,,,,,,,,,5,2,1,,,3,,,,,,
"",2021-05-08 01:20:39,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:20:27,continuous,1,Yes,No,Yes,B,,,,,,1,2,4,1,2,2,,,,,,
1,2021-05-08 01:20:12,,,,,,,,,,,,,1,,,,,,,,,,
"",2021-05-08 01:20:00,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-08 01:19:25,,,,,,,,,,,,,,,6,,,,,,,,
4,2021-05-08 01:19:10,,,,,,,,,,,,,,1,3,5,1,,,,,,
2,2021-05-08 01:18:10,,,,,,,,,,,,,4,,,2,,,,,,,
6,2021-05-08 01:17:58,continuous,1,Yes,No,,,,,,,,1,4,5,1,5,1,,,,,,
0,2021-05-08 01:17:56,continuous,1,Yes,Yes,No,A,,,,,,2,4,6,1,5,1,,,,,,
4,2021-05-08 01:17:06,,,,,,,,,,,,6,,6,,7,6,,,,,,
6,2021-05-08 01:16:38,days,1,,,,,,,,,,5,7,5,4,4,5,,,,,,
6,2021-05-08 01:16:20,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-08 01:16:19,,,,,,,,,,,,1,1,1,1,,1,,,,,,
0,2021-05-08 01:15:47,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
"",2021-05-08 01:14:48,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:14:43,continuous,1,Yes,No,,,,,,,,1,3,3,3,2,1,,,,,,
0,2021-05-08 01:14:00,days,0,,,,,,,,,,1,2,5,4,1,3,,,,,,
2,2021-05-08 01:13:28,,,,,,,,,,,,,,,6,5,,,,,,,
0,2021-05-08 01:12:43,continuous,1,Yes,No,No,A,,,,,,1,1,3,1,3,2,,,None of this was new or non-obvious,,,
5,2021-05-08 01:12:07,,,,,,,,,,,,7,,6,7,1,7,,,,,,
6,2021-05-08 01:12:00,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-08 01:09:23,,,,,,,,,,,,2,TOO SMALL FOR MY EYES CANCEL !,3,1,2,3,,,,,,
0,2021-05-08 01:08:54,days,0,,,,,,,,,,1,4,5,6,1,1,,,,,,
0,2021-05-08 01:08:40,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-08 01:08:15,continuous,0,,,,,,,,,,4,6,4,3,6,3,,,,,,
3,2021-05-08 01:08:13,,,,,,,,,,,,,,4,7,,1,,,,,,
"",2021-05-08 01:07:30,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 01:07:25,,,,,,,,,,,,,4,4,6,5,4,,,,,,
0,2021-05-08 01:06:57,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
1,2021-05-08 01:06:26,,,,,,,,,,,,,,1,stop,,,,,,,,
0,2021-05-08 01:04:13,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-08 01:03:57,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-08 01:03:53,,,,,,,,,,,,1,,1,,,,,,,,,
5,2021-05-08 01:03:39,,,,,,,,,,,,,7,7,7,1,7,,,,,,
1,2021-05-08 01:03:05,,,,,,,,,,,,,,,2,,,,,,,,
5,2021-05-08 01:02:22,,,,,,,,,,,,3,,3,3,7,3,,,,,,
1,2021-05-08 01:02:08,,,,,,,,,,,,4,,,,,,,,,,,
0,2021-05-08 01:02:00,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 01:01:14,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-08 00:59:43,days,1,Yes,No,Yes,A,,,,,,2,3,4,,3,1,1,1,4,1,1,
0,2021-05-08 00:59:08,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-08 00:58:53,,,,,,,,,,,,,,,,,,,,,,,
